Sentiment,
positive,May your tribe increase on those who vent their anger on the PM so they can paint the larger canvas of BJP.
positive, India ready to be 'Sherpa' to help Nepal scale mountain of success PM Modi
positive,"Of course, BJP should get hin arrested, torture him in the name of investigation; nobody c"
positive,No no modi went thier to show his red eyes
positive,Nirav Modis assets worth crore have been seized out of a loss of .
positive,You're free to context except bjp.
negative, Since when did Narendra Modi stop being the face of BJP?
negative, TMC goons are dangerous than BJP bhatks. Mamtha needs a rest
positive,Discontent over GST helped fell Malaysias ruling party. Should Modi worry? $NUMBER$
negative, BJP Chief Amit Shah calls for a meeting with all State Presidents and General Secretaries in New Delhi today Reports
positive,Next PM after Modi ji should be Sushma ma'am
negative," 'Today, the exit poll shows the real nature of Congress party', says BJP $NUMBER$"
negative,"Oh boy, country not safe under BJP!!! Let me tell you Mr. Tharoor, country is not"
positive,If it was Modi then it would'
positive,Karnataka elections saw Modi take political discourse to a new low via
positive,BJP a.k.a Black Sweet
positive,Does BJP still have an advantage in Karnataka?
negative,". kicks off her new series of longer ""India Insight"" columns by looking at how Modi fell out of favour with $NUMBER$"
positive,Such a sick mind and he is followed by PM Modi...
positive,Go ask modi's mother what has he done for her
positive,"Looks like there is a storm coming up in BJP AP unit, upset that leaders from AP BJP-RSS background have been compl"
positive,"BJP are Targeting Congress Person, Modi promised to bringing black money from Swiss bank, W"
positive,Savi state sarkaro ke CM v to BJP ke hi hai. Fir?
positive,BJP ki FATATI kyu he ?
positive,"CBI/IB/DRI/EB/IT all under BJP, but can't arrest c"
positive, Does BJP still have an advantage in Karnataka?:
positive,"PM Modi didn't meet Doug McMillon, CEO of Walmart. Well, a Prime Minister is not alw"
negative,"BJP-led govt in Goa will complete its tenure, says party president Amit Shah via"
positive," Looks like there is a storm coming up in BJP AP unit, upset that leaders from AP BJP-RSS background have been completely i"
positive,"Of course, BJP should get him arrested, torture him in the name of investigation; nobody c d"
positive, never ever trust modi again
positive," RT narendramodi ""Sharing an animated video that will teach you the ropes of Shalabhasana. https://t."
positive,"BJP leaders firm that bought Nagrota land owes Rs $NUMBER$ crore to J&amp;K Bank, account NPA The Indian E"
positive,trains are always late under bjp rule
positive,Nope. Better Modi resigns for this.
positive," Google lists PM Modi in top criminals, gets court notice - Times of India via"
positive, BJP is using deteregent to wash
positive, BJPs dishonest discourse on secularism can be gauged by the fact that until recently it claimed genuine secularism for
positive," Hon'ble PM- I am confident that BJP will be at the Centre for the next atleast years.Prepare to deal with Bengal, nd"
positive,This shows mam how biased u are towards rahul pappu and khangress
positive,Long-Term Stagnation In Uttar Pradesh Is Modi's Biggest Challenge Ahead Of India's Elections
positive, Country is not safe in the hands of the present BJP government. - U
negative,Hindu rashtra announcing is own people not a say this modi..
positive,May be BJP iIT Cell unit will find out the way out of this nonsense....
positive,"YES, RAHUL GHANDHI CAN BECOME PM ; THAT IS , POSTMAN . HE IS MISTAKEN THE ABBREVIATION FOR PRIME MINISTER . HE IS $NUMBER$"
negative,"Rahul Gandhi himself out on bail, why Chidambaram hid details of his assets, asks BJP.."
positive, RSS sources in Delhi claim BJP will be stuck in the $NUMBER$ mark in . Exit poll estimates of hung house being used
positive,"KP Sharma Oli thanks Narendra Modi for visit, says it will further strengthen Nepal-India relations"
negative,"years of Modi govt Survey says popularity down but per cent satisfied, communalism major concern.."
positive,bjp will boast lo $NUMBER$
positive,Problem lies on the fact that BJP is NOT a Political Party
negative, I will cast my vote in to Only Narendra Modi:
negative,No one can ever do this in bjp for nxt yrs ! And credit snatchers are many
negative,Mamata bibi has unleashed jihadis in Bengal ...liberal media has been sleeping because its not Bjps Bengal yet !!!!
positive, PM Narendra Modi emplanes for Delhi after his -day visit to Nepal
positive,"I dont agree the statement that Bjp lacking support, times now, Republic two popular"
positive, Super slap on the pidis . When BJP comes to power in karnataka please see to it that t
positive,Can you elain why all bjp netas involved in rape of minor children
negative,"If BJP loses Karnataka polls it doesn't mean that Modi cannot win elections, says ET N"
positive,Uproot anti-national forces from the soil of West Bengal by voting for Narendra Modi's BJP.
positive,Super slap on the pidis . When BJP comes to power in karnataka please see to it tha
positive,Long-Term Stagnation In Uttar Pradesh Is Modi's Biggest Challenge Ahead Of India's Elections
negative,"'Within a year of this purchase, when the BJP formed a coalition government with Peoples Democratic Part"
positive,Long-Term Stagnation In Uttar Pradesh Is Modi's Biggest Challenge Ahead Of India's Elections $NUMBER$
negative,"years of Modi govt Survey says popularity down but per cent satisfied, communalism major concern .."
negative,"BJP are desperate to get into Karnataka so that as usual, they can take all the credit for the meal schemes, milk"
positive,bjp will boast low in
positive,"To set a ""correct"" example for all BJP followers Sh NaMo &amp; Sh Amit Shah must cognisance of the case put Nirmal Sin"
negative,India needs alternative for both BJP and Inc ...we are sick of these fakets
positive,Watching Game of Thrones... and feel no change whether kingdoms are ruled by Lannisters (Congress) or by Baratheo
negative,I cannot agree more with your last statement! For the sake of the country Modi &amp; his Looni
positive, sir add BJP to that.. and there will be no lehar... only Pepsi.. interesting no??
positive,"She knows if her boss investigates it will be like Mallya,Nirav Modi and Mehul bhai , so asking some she has confidence..good job.."
negative,"Common, You SHOULD give some credit to If he hasn't come up with KJP and spoiling BJP image in"
negative,Ji Love u .. crores of BJP family waiting for ur come back with good health. We missing u lot sir ..
positive,"Well, Firstly I am not Modi ji chamcha. As a citizen of this co"
positive," No action on vapam cases, Lait Modi, J Reddy cases. cases against JAGAN Reddy didn't progress since BJP came to power."
positive,"KP Sharma Oli thanks Narendra Modi for visit, says it will further strengthen Nepal-India relations"
positive,This is an attempt to punish southern states for their high achievements and for not giving in to BJP ever. Shame
positive,"Modi's bhakology has fade away your manners, Gau mutra has shrinken your thinking capa"
negative,An in-depth analysis of people's take on Modi govt
negative,The BJP govt at the centre has given these Hindutvavadis the impunity to indulge in bigotry.Come they will all
negative,"'Within a year of this purchase, when the BJP formed a coalition government with Peoples Democratic Part $NUMBER$"
positive,What...bjp....U r just like an old elephant who have nothing to show than their outerskin...kb tk ullu bnaoge ..
positive,Gauravji if only BJP stops
positive,Modi govt. popularity drops down to percent Survey -
negative,"Congress and BJP"" both parties are ruling since long time. But any party can't bring atmos"
positive,"BJP leaders firm that bought Nagrota land owes Rs $NUMBER$ crore to J&amp;K Bank,"
positive," In second cut of , BJP increases its seat tally."
positive,BJP $NUMBER$
positive,Congress $NUMBER$
negative,Modi's power brings in laws according to his likes n dislikes.whom he likes no one knows. .At same time
positive, Karnataka elections saw Modi take political discourse to a new low via
positive," You have always been supportive of TDP, but you were not happy that we allied with BJP. We have been working for welfare of Muslim"
negative, An in-depth analysis of people's take on Modi govt
positive,ofcourse BJP in around.
positive,Bought jewellery from Nirav Modi stores using cash? You may be under I-T lens
positive,"So far neither ex-bjp president Haribabu, none of the senior BJP leaders in AP have congratulated Kanna for being n $NUMBER$"
positive, Narendra Modi Prime Minister  Indias Temple Elephants Desperately in Need of Help - Sign the Petition!
positive,She is planted by BJP and Republic
positive,"BJP will not do anything to Sonia, Rahul and Vadra. BJP is afraid that these guys would be ma $NUMBER$"
