Sentiment,
negative,Congress fans in Maharashtra must recall the nos of Terror Attacks in Mumbai from $NUMBER$ and compare it with NDA
negative, The Congress has reached the level where dump immediately is the quickest decision in cleaning India
negative, Cowardly Representatives that are leaving congredhi.
negative,With a modicum of journalistic integrity you could report this factually; most of those days wa U
positive," Liar-in-Chief, Congress Govt always blamed only Pak for /11. Never ever did it blame RSS - though RSS has been responsibNavy"
negative, Bhandara-Gondia bypolls MP Nana Patole abused Modi &amp; left BJP. Pappu inducted him in Con-party. Now Patole is denied Con law
negative,EC rubbishes Congress' allegation of EVM registering only BJP Votesax s
positive,) Ensure separation of powers (didn't want Congress electing the
negative,Today early morning at $NUMBER$am bjp karykartha was attacked by goons when he was doing his duty of distributing newsp
negative," They implemented RTE, were to bring Communal Violence Bill to nail Hindus, took Temple under control... Made NAC to harmax s"
negative, Based on exit poll of Karnataka election could well be the avg of
negative, Congress is the boss over the justice department and should be able to have full access to the files. What is Rosenstein
positive," hints at role in /11 attacks Though , author of the book, /11 RSS ki Saazish? hay ha"
positive,Unlike you IRRESPONSIBLE CONGRESS PEOPLE Nirmala Ji understand her duties very well. Do you want me to
negative," I don't give a crap about any terrorist! Congress should ask the survivors of $NUMBER$, and the family members of the victims y ha"
negative, Rahul Gandhi led Congress trying to Remove CJI Deepak Mishra by impeachmefurt
negative,"While Congress will claim it to ""RSS kee Saajish""??"
negative,"Former Solicitor General Florin Hilbay Powers of Judiciary, Congress effectively diminished | U"
negative, resign. Help Congress get the docion:
positive,I believe the win in Karnataka will bring a positive change in India within the near future. Wishing
positive,Hope Pappu pager don't run away abroad for holidays vacation after /5/18 ?
positive,"Outright win for BJP, Congress may shrink to seats, predicts Times Now Chanakya exit ing."
negative,. BJP is winning majority comfortably on its own.
negative, Take notice if most of Congress isnt spewing hat
negative, Feinstein used a George Soros-funded ProPublica published piece? What the hell is she doing in Congress?
negative, Concerned even then nothing will happen to him They (as in Congress) are all in with him getting rich eve
negative,targets Chidambaram over 'undeclared' assets; Congress hits back
negative,New post (Facebook boss 'open' to testifying before Congress) has been published on GLOBAL NEWS -
negative," Karnataka exit polls 'Congress will exit from Karnataka', says BS Yeddyurappa U"
negative,Its clear from Karnataka elections that Muslims and Xtians are very aggressively supporting Cong party. Its noer .
negative,"Its true if BJP in power Cong (Mani) will conspire with Pakistan against India, even after pak"
negative, u ppl have any shame? CONgress leaders was busy labelling /11 was RSS ki sazish &amp; now some moron come out and givinress
negative, Report to Congress on Artificial Intelligence and National Security -
negative," When It Comes To Colorados Marijuana Industry, Congress View Is Clouded By Myy ha"
negative, Get your very own limited edition Science Mayday poster by comic artist &amp; help send me to Congress! Navy
negative, BJP candidate Narayanaswamy and Congress candidate Byrathi Suresh spotted near Lottegollahal
positive, ISI Pakistan r relatives of CONgress SP RJD CPIM Party they t roaming free did many crimes blasts and al
negative," Like post emergency, opposition has to unite. Congress shld know this better. History holds many lescont"
negative," Modi does not listen to them, and they are now eecting Rahul ..."
negative,as we all know Rahul is only Ho
negative,Rahul Gandhi is praying for rain on th May..so that result will b decided on Duckworth Lewis methy ha
negative," is a mother, wife, businesswoman and accomplished activist for social justice running for Congress in"
positive,ISI Pakistan r relatives of CONgress SP RJD CPIM Party they t roaming free did many crimes blas
positive, Congress did nothing in years.ongr
positive,I hope RahulGandhi is smart enough and he will not allow th $NUMBER$d
negative," Ambanis defense co, Reliance Naval (previously known as Pipav) borrows crores from banks, defaults and is to be taCong"
negative,What about modi his in power why his not arresting him??!!..congress ki dushmani me tum andhy hogy ho deshhit bhul gye ho
negative,"The Opposition Congress, demanded that Amit Shah should either ""give Goa its chief minister"" or ""take back this und"
positive, (1) Ajmal Kasab was caught by Shaeed Constable Tukaram and not by Congress party Tehseen. That he was ca
negative,Congress never signed it eitheent!
negative, Let that sink in An adult film star and her attorney are holding the President more accountable than the Congrtill
positive,"Congress ko vote doge, to Rah"
positive,My Heart Says Cong and Mind says BJP for Karnataka ! Most of the time my heart has won the predictions ...lets see tomorrow
negative,very true sir first I think Mr. Tharoor think about Congress regime after that u will never speak such think about BJP.
negative,There is high chance of axis poll getting wrong in Karnataka..in Hyderabad Karnataka they give congress BJP
negative, No place for dalits and backwards in 'heart' of Congress PM Modi - Times of INavy
negative,"Khilafat set the precedent for the mulisms appeasement politics, which till date Congress and the le"
positive, Blaming the RSS for /11 was a well crafted strategy of the Congress party to create a spectre of Hindu terror with arump
negative,may be its u and congress who are funding naxals and terror in kashmir and other parts of Iy ha
positive,"Outright win for BJP, Congress may shrink to seats, predicts Times Now Chanakya exit poll C"
negative,CONG will try to discredit but will never take back their comments on Hindu terror even if th C
negative, But Congress leaders viewed it as saffron terror &amp; released a book also
negative, Its clear from Karnataka elections that Muslims and Xtians are very aggressively supporting Cong party. Its now upto Hindus
negative, BCCI recommends Sir RAHUL DRAVID for Dronacharya Award!
negative," Former Solicitor General Florin Hilbay Powers of Judiciary, Congress effectively diminished |"
negative,Others can't even make mistakes but Pappu n PIDIs can ridicule and embarrass India &amp; Indians at all d
negative, It's congress double standard .
negative,Now a days congress is fighting election on two front.
negative,"This applies to Punjab also as they are too reliant on ""KAMAL LAJWAB RAHUL"" and Gayle????"
negative," Congrats to Punjabis,media &amp; intelligentsia for thwarting the Congress conspiracy to eliminate Sikh history by deletin"
positive, Send this clown back to the circus. He has no real business to do in Congr cri
negative," For , we joined + orgs in calling on Congress to by passing HR / S . Maternal mortality"
